x,y,class
4.883842860181221,0.0,1.0
5.210366928350971,0.07291723395265205,1.0
5.377633039028777,0.15054561185623955,1.0
4.30689153354124,0.18091474235074384,1.0
5.149473520774136,0.2885428093362256,1.0
5.084982374914674,0.35637112403787075,1.0
5.053495039751964,0.4253033951140427,1.0
6.327658295475384,0.6218229988318567,1.0
4.195797364221668,0.4716910638233408,1.0
6.4955296167078185,0.8224232310281668,1.0
4.739161633745564,0.6675486521934901,1.0
5.1465442362642015,0.798529901408651,1.0
4.920438470315057,0.8341186610360607,1.0
5.969388481074816,1.098082481112662,1.0
4.017517469463128,0.7973076798998328,1.0
3.264789187756613,0.6955442127864585,1.0
5.5988534205063125,1.2749581485584327,1.0
4.646844452297028,1.1267906605221312,1.0
4.79101282991677,1.2329819859705982,1.0
5.139300184095083,1.399578167016449,1.0
4.318882556140781,1.2413271239940826,1.0
3.3060974372388694,1.0005259512061213,1.0
3.2125697079104247,1.0215066701465048,1.0
4.92259198346149,1.6414397562385603,1.0
3.3770901113586738,1.1788540190578498,1.0
5.532575965616408,2.018565334781457,1.0
4.189602664335937,1.5953581472805576,1.0
4.236275825327513,1.68137607238693,1.0
2.570598847066831,1.0621438506589826,1.0
5.532897108368665,2.377311276609209,1.0
3.4908644616404314,1.5581368660641604,1.0
3.7542884361249236,1.7391186468761695,1.0
2.4477272701954886,1.175750736659413,1.0
5.737294539136703,2.8553599558337504,1.0
4.376465649042973,2.255050437033143,1.0
3.916578696627654,2.0879529704449755,1.0
4.1216284977565225,2.271896838454026,1.0
4.064326614156692,2.3150484457572564,1.0
5.679596103116989,3.341227240757754,1.0
3.4984365760646767,2.1245318242585722,1.0
3.8662317856428077,2.4225819029417903,1.0
4.263150111821732,2.7551120168756427,1.0
2.368623695486973,1.578172912066254,1.0
4.707744371353604,3.2327147740976976,1.0
4.967701092872002,3.5145170805627335,1.0
4.571808088974697,3.3313977239250803,1.0
4.926332315845544,3.696369996290697,1.0
3.4879810054072373,2.694237428496169,1.0
4.2553208013661745,3.3830799071297126,1.0
5.574064691795308,4.560257048798498,1.0
4.918149036881775,4.1398652880373294,1.0
4.580897420048306,3.9668201173973006,1.0
3.9342306417845454,3.5043664596148805,1.0
3.410133017831672,3.1242015960550713,1.0
4.033788309840095,3.8007465680277734,1.0
3.72498040995937,3.609504458997945,1.0
2.816469247319702,2.8066332142456254,1.0
3.7180270019585073,3.810211233476024,1.0
2.7238438936459,2.870667761628493,1.0
3.37196832815998,3.654822649421794,1.0
3.1424325407240583,3.5031474443793367,1.0
3.2565298886972123,3.7341729124084893,1.0
3.4989702134429823,4.127372455458849,1.0
2.739511343514265,3.3247409696977255,1.0
2.9833876200399705,3.7257459321985693,1.0
3.362235049000163,4.321441074474853,1.0
3.4544702120482484,4.570545012825352,1.0
2.6376219089432094,3.593233361471722,1.0
3.4263494807699217,4.8073188874756205,1.0
2.857443592114726,4.130204824728349,1.0
2.6647706014473056,3.9692954723008165,1.0
2.816988398975442,4.325623918515094,1.0
2.6700423901547046,4.228209357206519,1.0
2.9312273909734734,4.788967546523036,1.0
3.796586486469075,6.402284451709804,1.0
3.3739737939354413,5.875498082410383,1.0
1.8792370129330036,3.381238628956169,1.0
1.4578961089948637,2.711822701024913,1.0
1.9180456526146201,3.6906589378172976,1.0
2.033368089560211,4.050077126826991,1.0
2.2338563501499857,4.609151516024189,1.0
2.739278722439548,5.8595288976978255,1.0
1.9599198014876968,4.350070395999889,1.0
1.4357019372515498,3.309449240562452,1.0
2.6358262952027185,6.316519713220132,1.0
1.797479695927563,4.4829987687921795,1.0
1.2998712366936775,3.3780357389961204,1.0
1.8066016948759616,4.898327441475859,1.0
1.8911306263051968,5.357258323892234,1.0
0.7350105138682572,2.178827181905839,1.0
1.5930497852993888,4.949999350955036,1.0
1.0217783087993197,3.3342044039272416,1.0
1.9094568698363377,6.556978960782888,1.0
1.2742429002163178,4.6153165143810755,1.0
1.4692885779587004,5.627590719112811,1.0
1.596828276414523,6.486098383375179,1.0
1.1376565511158852,4.9163959009774425,1.0
0.6451343378630832,2.977028700926324,1.0
0.7644053315782438,3.7823767235269847,1.0
0.9214925048498676,4.912755531316622,1.0
0.5931666734018556,3.4262864398295103,1.0
1.0301699088541512,6.489542170281923,1.0
0.7046452113746277,4.878882586291095,1.0
0.789730463703813,6.0669237204575195,1.0
0.4760660442887522,4.10529374316804,1.0
0.5354777879798226,5.259885248474818,1.0
0.5266189112623956,6.005837289329571,1.0
0.24006251984384294,3.2617388656031743,1.0
0.319800435598272,5.370863633062424,1.0
0.2509970121556978,5.515083443589369,1.0
0.1598205748118157,5.074264429219956,1.0
0.06811398278709264,3.893574036129779,1.0
0.020418595850664866,5.836474136241418,1.0
-0.04106252640174852,3.912325037326875,1.0
-0.13290778490200114,5.426152739464266,1.0
-0.2091511387304414,5.432247548645175,1.0
-0.2770873598884552,5.275371058958794,1.0
-0.32226205595880303,4.841074467500855,1.0
-0.5144459797646693,6.37969203690226,1.0
-0.516138815758694,5.447972371728006,1.0
-0.5655084101516492,5.193934493682904,1.0
-0.7879416876402022,6.402866409662936,1.0
-0.6481811270044343,4.721191231992672,1.0
-0.8590499260215101,5.667388441544867,1.0
-0.8259921214241006,4.978124643713317,1.0
-0.8139260848375122,4.513342706515635,1.0
-1.1792224716832984,6.052754992224238,1.0
-0.6599024237399416,3.151552521439293,1.0
-0.9171205820974522,4.093542862753784,1.0
-1.35746557097325,5.684907403917998,1.0
-1.3584198293627794,5.355989611659435,1.0
-1.0283280439844937,3.8288411483027964,1.0
-1.845397974473942,6.506243458787872,1.0
-1.445228795483297,4.836522376351383,1.0
-2.0033123416598375,6.377458151380777,1.0
-1.7671177086962127,5.361931317101888,1.0
-1.4571888126021895,4.221851810694857,1.0
-2.0225350195222203,5.604269669735395,1.0
-1.3758792949992722,3.651586581655863,1.0
-1.242876502496759,3.163697787883909,1.0
-2.6129145691200195,6.386991045135945,1.0
-2.1609848729229895,5.078333140924231,1.0
-1.3608267960211229,3.0776927219364905,1.0
-2.746284176834647,5.983282065411386,1.0
-2.1478839177962783,4.511930574905709,1.0
-1.954958572081377,3.962807493251784,1.0
-1.7937053845473971,3.5112299850811466,1.0
-2.330156497271905,4.407982458236964,1.0
-2.114150931723991,3.8673909630031607,1.0
-3.244685636749664,5.743033320211847,1.0
-2.323421606099357,3.9812802821649513,1.0
-3.0487127208727354,5.060088354370756,1.0
-3.0013605513541304,4.827364933280931,1.0
-3.2792399587655656,5.113317179411306,1.0
-2.568964792851077,3.885054678867378,1.0
-2.5945246610676467,3.806831157431033,1.0
-1.60813779775294,2.2900214058644033,1.0
-2.163305245483629,2.990715654421859,1.0
-1.8866544626802586,2.532846171571262,1.0
-3.8643173961626545,5.039117615603441,1.0
-2.5267548394739565,3.2011402686740142,1.0
-3.4028836331574515,4.189210010670764,1.0
-3.9315287306345663,4.703950305394077,1.0
-3.221078631617747,3.7461157557658358,1.0
-3.027589893926729,3.423006144135484,1.0
-4.091346017008494,4.497278687371613,1.0
-3.5163046182367172,3.7581613628936172,1.0
-4.932793832274459,5.126369918316416,1.0
-4.121820110719353,4.165308453480508,1.0
-2.862048868621142,2.8124182484346822,1.0
-4.216491272285499,4.028958949168295,1.0
-3.9486712615972848,3.6687311480114353,1.0
-3.7694992082979404,3.4052321299519277,1.0
-2.7864792461474743,2.4472718487501197,1.0
-3.3136992826500262,2.8291642478220425,1.0
-1.822286296072001,1.5122571494175938,1.0
-3.9081352847785076,3.1519379007306294,1.0
-3.832819992262385,3.0036550623749467,1.0
-3.2936053785776305,2.507497371281704,1.0
-5.0579531073241535,3.7401028198393567,1.0
-4.49154504254885,3.2250410510797383,1.0
-5.60113525815868,3.90413778483596,1.0
-3.4391975276699798,2.326387234351267,1.0
-4.52344216062703,2.968402081178215,1.0
-4.453836394131012,2.8343652502168624,1.0
-4.2567331603040435,2.625972818657576,1.0
-5.069154249411995,3.0300539606663643,1.0
-4.205380948223362,2.4345210053281816,1.0
-4.356418328868511,2.4412132514252027,1.0
-4.210923841389786,2.2828493196126343,1.0
-4.9239463642001455,2.5809071863506663,1.0
-3.884893681508243,1.9674834644169146,1.0
-4.020799729530298,1.9661078723388177,1.0
-4.091842828973753,1.9303730903494662,1.0
-5.494418594700804,2.498665103863861,1.0
-2.6550681818193924,1.1628725039609127,1.0
-4.681659922244001,1.972872833644137,1.0
-6.662826912451844,2.698587073034462,1.0
-3.2361777588859084,1.2582996831416626,1.0
-4.45736167236039,1.6617025836215105,1.0
-5.529296595936682,1.973642056528082,1.0
-4.783419980922382,1.6323107211881516,1.0
-4.259539449867685,1.3873039995738459,1.0
-4.233385176859194,1.3135538723330533,1.0
-4.536408691432443,1.3382807039692368,1.0
-3.50586679114065,0.9811476533216986,1.0
-4.082016174323348,1.0810278869284415,1.0
-4.800745584061154,1.1997356632995164,1.0
-5.578428502249866,1.311428731130669,1.0
-4.4063868582037395,0.971033795895121,1.0
-5.652978396498855,1.1630464459552072,1.0
-4.739339004092324,0.9061394647443732,1.0
-6.510656842525472,1.1506141161113959,1.0
-5.4039119357586145,0.8772260933309212,1.0
-4.709562135394459,0.6970190064095158,1.0
-4.764496056136019,0.6371521601199066,1.0
-6.482986351820804,0.7747873623152406,1.0
-5.11142716554387,0.5384379745822396,1.0
-4.636018514811223,0.4228556010504157,1.0
-5.661646924468301,0.43661407155625814,1.0
-5.993740905423554,0.37793629005817436,1.0
-5.001080142150502,0.24513924800933984,1.0
-5.606538001085489,0.196221022702521,1.0
-5.6255858023482395,0.11810174923309082,1.0
-5.009624461496771,0.0350522410637301,1.0
-6.076172963240354,-0.04251485936507986,1.0
-4.741654995617623,-0.09954478856379778,1.0
-6.118025765057347,-0.21412238217372115,1.0
-3.713754915609137,-0.1820380920574361,1.0
-4.563328726717595,-0.2877414216772287,1.0
-7.242293609344174,-0.5585101547953838,1.0
-3.367966691699321,-0.3071954038117721,1.0
-7.200388427077409,-0.7584892507156421,1.0
-3.472939662162982,-0.4150540529167553,1.0
-5.426050091273215,-0.725621240072413,1.0
-7.461215641149403,-1.1042659515448772,1.0
-3.8529802598933736,-0.6254607516273158,1.0
