x,y,class
2.749362744341848,-0.7535455183948467,0.0
0.6532759366601621,-0.03583257494717479,0.0
-0.27571792034495357,0.5283637500092335,0.0
-0.22511857814237973,0.4021984367177998,0.0
0.3630694922011363,0.09307253147017569,0.0
-0.9429588168973868,-0.7714857553698874,0.0
0.9360285506047432,0.8616634220820808,0.0
1.499238888544882,1.0086303536125467,0.0
-1.8502348892351934,-1.3614853702032124,0.0
-0.8305207315023658,-0.026577769511541602,0.0
0.6678989515143114,-1.4801452297043471,0.0
-0.3799970879019612,0.04366881987643885,0.0
0.24887274514981714,1.501921854485407,0.0
-0.7968830021981433,1.3560951132338832,0.0
0.8545331494795029,1.5690837329099139,0.0
-0.11780419858558495,-0.5569442007749074,0.0
-0.36522111834077503,0.3426542900468206,0.0
0.9428515207106998,0.4327963568248523,0.0
-0.5071280849223904,0.7137185453424609,0.0
1.0111489520127923,0.021031607114410118,0.0
0.7286755368494402,0.6379273978943162,0.0
0.38113931402512685,-1.0371963799474586,0.0
-0.6351748710883528,1.0529413477119989,0.0
0.11920345978769076,-0.6266834357160425,0.0
-0.34066925222239525,-0.1874994630449235,0.0
1.0739591116505838,-0.887783373958429,0.0
0.3611250769115607,0.6412107149859791,0.0
-2.0753773505052835,1.2034025340464987,0.0
-2.054921999869073,0.6066723627797946,0.0
-0.33031147238598557,-0.9268832684320895,0.0
-0.08089811375662026,-0.039008689072561414,0.0
-0.45815735704052946,-0.133918471057705,0.0
-0.08904922660922976,-0.0028216261811268963,0.0
1.7792039276046994,-0.5102137514382381,0.0
0.0295552115146486,0.0024595468198217725,0.0
-0.41069152202163733,-0.033991682734777776,0.0
1.0072373478777912,0.4799038411255439,0.0
0.08202584909701982,0.6571309781585516,0.0
-0.3937837239375038,-0.6401821460453193,0.0
0.290062107715703,-0.7552669503038687,0.0
0.8621871727278522,-0.22750566678630216,0.0
-2.0984861232809378,-0.32678451644212547,0.0
1.0572328293190625,-0.754664747362164,0.0
1.081078069011607,0.23556298799416442,0.0
-1.6652589030494103,0.13519192262329352,0.0
1.1852597326973318,-1.2153795519668749,0.0
0.594792831501457,0.08439767738625219,0.0
1.3253124597196215,-2.098925310380933,0.0
1.2114230398794554,-0.4111119848881631,0.0
-0.3046371110057718,-2.2247048146594364,0.0
-0.8035981327299145,-0.3090319597298447,0.0
0.5025342744951612,-0.4372981217905091,0.0
-0.4191885876751447,0.9647958265643739,0.0
1.0582807404329946,-0.9812694277995538,0.0
0.7375335453526843,0.1902640902497269,0.0
-1.61425820531582,-0.2508609742751272,0.0
0.5781399849864272,-1.513169525332838,0.0
0.8170293926257405,1.3882206428279509,0.0
1.0996914128823545,1.005064295954188,0.0
-1.5026562392176126,-0.8375166356356986,0.0
-0.8884072290002348,-1.1457054023919186,0.0
1.9716708296296748,-1.1719204050638565,0.0
